names,Wikipedia  Names,Position,Joined Congress,ODU-WSDL,CSPAN,TweetCongress,Github,REMARK,congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
tom cole,Tom Cole ,Rep,03-Jan-03,TomColeOK04,TomColeOK04,TomColeOK04,TomColeOK04,,116,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.329,0.373,-120.7064,0.86139,809,45,,0.302,0.407
tom emmer,Tom Emmer ,Rep,03-Jan-15,RepTomEmmer,RepTomEmmer,RepTomEmmer,RepTomEmmer,,116,House,21531,33,6,MN,200,,,"EMMER, Tom",E000294,1961,,0.453,-0.055,-142.44259,0.82317,732,57,,0.489,-0.021
tom graves,Tom Graves ,Rep,03-Jan-13,RepTomGraves,RepTomGraves,RepTomGraves,RepTomGraves,,116,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-113.96483,0.85361,720,41,,0.664,0.143
tom malinowski,Tom Malinowski ,Rep,03-Jan-19,RepMalinowski,RepMalinowski,RepMalinowski,RepMalinowski,,116,House,21942,12,7,NJ,100,,,"MALINOWSKI, Tom",M001203,1965,,-0.272,0.121,-39.50926,0.95228,808,13,,-0.26,0.099
tom mcclintock,Tom McClintock ,Rep,03-Jan-09,RepMcClintock,RepMcClintock,RepMcClintock,RepMcClintock,,116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.689,-0.415,-165.80401,0.8109,791,86,,0.645,-0.386
tom o'halleran,Tom O'Halleran ,Rep,03-Jan-17,repohalleran,repohalleran,repohalleran,repohalleran,,116,House,21739,61,1,AZ,100,,,"O'HALLERAN, Tom",O000171,1946,,-0.198,0.18,-43.50479,0.94701,799,16,,-0.333,0.404
tom reed,Tom Reed ,Rep,03-Jan-13,RepTomReed,RepTomReed,RepTomReed,RepTomReed,,116,House,21101,13,23,NY,200,,,"REED, Tom",R000585,1971,,0.269,0.12,-157.57663,0.81896,789,67,,0.238,0.182
tom rice,Tom Rice ,Rep,03-Jan-13,RepTomRice,RepTomRice,RepTomRice,RepTomRice,,116,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.558,-0.217,-177.68236,0.79904,792,84,,0.63,-0.319
tony cardenas,Tony Cardenas ,Rep,03-Jan-13,RepCardenas,RepCardenas,RepCardenas,RepCardenas,,116,House,21309,71,29,CA,100,,,"Cardenas, Tony",C001097,1963,,-0.387,0.009,-29.72668,0.96223,772,14,,-0.45,0.043
trent kelly,Trent Kelly ,Rep,02-Jun-15,reptrentkelly,reptrentkelly,reptrentkelly,reptrentkelly,,116,House,21561,46,1,MS,200,,,"KELLY, Trent",K000388,1966,,0.631,0.294,-84.92161,0.89869,795,36,,0.676,0.239
trey hollingsworth,Trey Hollingsworth ,Rep,03-Jan-17,reptrey,reptrey,reptrey,reptrey,,116,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Trey",H001074,1983,,0.417,-0.243,-203.66398,0.77224,788,98,,0.403,-0.309
troy balderson,Troy Balderson ,Rep,05-Sep-18,RepBalderson,RepBalderson,RepBalderson,RepBalderson,,116,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.424,0.348,-81.82446,0.90392,810,37,,0.418,0.477
tulsi gabbard,Tulsi Gabbard ,Rep,03-Jan-13,TulsiPress,TulsiPress,TulsiPress,TulsiPress,,116,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.274,-0.282,-39.27084,0.92793,525,14,,-0.258,-0.641
val demings,Val Demings ,Rep,03-Jan-17,RepValDemings,RepValDemings,RepValDemings,RepValDemings,,116,House,21713,43,10,FL,100,,,"DEMINGS, Val",D000627,1957,,-0.322,-0.006,-20.74385,0.97462,807,6,,-0.314,0.09
van taylor,Van Taylor ,Rep,03-Jan-19,RepVanTaylor,RepVanTaylor,RepVanTaylor,RepVanTaylor,,116,House,21973,49,3,TX,200,,,"TAYLOR, Van",T000479,1972,,0.581,-0.223,-148.7408,0.83168,807,68,,0.551,-0.114
vern buchanan,Vern Buchanan ,Rep,03-Jan-07,VernBuchanan,VernBuchanan,VernBuchanan,VernBuchanan,,116,House,20709,43,16,FL,200,,,"BUCHANAN, Vern",B001260,1951,,0.363,-0.11,-143.28195,0.83219,780,59,,0.342,0.003
veronica escobar,Veronica Escobar ,Rep,03-Jan-19,RepEscobar,RepEscobar,RepEscobar,RepEscobar,,116,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.426,-0.449,-27.90595,0.9658,802,8,,-0.387,-0.226
vicente gonzalez,Vicente Gonzalez ,Rep,03-Jan-17,RepGonzalez,RepGonzalez,RepGonzalez,RepGonzalez,,116,House,21722,49,15,TX,100,,,"Gonzalez, Vicente",G000581,1967,,-0.378,0.692,-82.53036,0.89886,774,34,,-0.533,0.846
vicky hartzler,Vicky Hartzler ,Rep,03-Jan-11,RepHartzler,RepHartzler,RepHartzler,RepHartzler,,116,House,21149,34,4,MO,200,,,"HARTZLER, Vicky",H001053,1960,,0.478,0.229,-120.92754,0.85873,794,44,,0.398,0.303
virginia foxx,Virginia Foxx ,Rep,03-Jan-05,VirginiaFoxx,VirginiaFoxx,VirginiaFoxx,VirginiaFoxx,,116,House,20521,47,5,NC,200,,,"FOXX, Virginia Ann",F000450,1943,,0.627,0.15,-134.41731,0.84426,794,58,,0.562,0.061
warren davidson,Warren Davidson ,Rep,07-Jun-16,WarrenDavidson,WarrenDavidson,WarrenDavidson,WarrenDavidson,,116,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.664,-0.349,-172.00325,0.8061,798,82,,0.676,-0.42
will hurd,Will Hurd ,Rep,03-Jan-15,hurdonthehill,hurdonthehill,hurdonthehill,hurdonthehill,,116,House,21550,49,23,TX,200,,,"HURD, Will",H001073,1977,,0.287,0.228,-175.54897,0.80231,797,77,,0.219,0.277
william timmons,William Timmons ,Rep,03-Jan-19,RepTimmons,RepTimmons,RepTimmons,RepTimmons,,116,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.591,0.225,-84.32677,0.88465,688,34,,0.599,0.145
xochitl small,Xochitl Torres Small,Rep,03-Jan-19,RepTorresSmall,RepTorresSmall,RepTorresSmall,RepTorresSmall,,116,House,21976,66,2,NM,100,,,"SMALL, Xochitl",T000484,1984,,-0.163,0.314,-99.88538,0.88358,807,42,,-0.163,0.314
yvette clarke,Yvette Clarke ,Rep,03-Jan-13,RepYvetteClarke,RepYvetteClarke,RepYvetteClarke,RepYvetteClarke,,116,House,20733,13,9,NY,100,,,"CLARKE, Yvette",C001067,1964,,-0.612,-0.225,-32.45444,0.96049,805,14,,-0.52,-0.623
zoe lofgren,Zoe Lofgren ,Rep,03-Jan-95,RepZoeLofgren,RepZoeLofgren,RepZoeLofgren,RepZoeLofgren,,116,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.4,-0.435,-32.74495,0.95935,789,11,,-0.461,-0.466
